title|introtext|created|modified
9/21/2014 Do Not Reject God's Will|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0921-Mark11.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/0921-Mark11.mp3">Download</a><br />Title: Do Not Reject God's Will<br /><span>Main passage: Mark 11<br />Preached by: Pastor Ken Davis<br /></span>|2014-09-21 06:00:00|2014-09-21 18:35:31
9/28/2014 God's Vineyard|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0928-Mark12.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2014/0928-Mark12.mp3" target="_blank">Download</a><br />Title: God's Vineyard<br /><span>Main passage: Mark 12<br />Preached by: Pastor Ken Davis<br /></span>|2014-09-28 06:00:00|2014-09-28 22:56:59
10/5/2014 And To God The Things Which are God's|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/1005-Mark12.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/1005-Mark12.mp3">Download</a><br />Title: And To God The Things Which are God's<br /><span>Main passage: Mark 12<br />Preached by: Pastor Ken Davis<br /></span>|2014-10-05 06:00:00|2014-10-06 01:13:54
10/12/2014 A Trap, A Rebuke, and a Word of Encouragement|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/1012-Mark12.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/1012-Mark12.mp3">Download</a><br />Title: A Trap, A Rebuke, and a Word of Encouragement<br /><span>Main passage: Mark 12<br />Preached by: Pastor Ken Davis<br /></span>|2014-10-12 06:00:00|2014-10-12 20:30:38
10/19/2014 Two Commands, One Word: Love|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/1019-Mark12.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/1019-Mark12.mp3">Download</a><br />Title: Two Commands, One Word: Love<br /><span>Main passage: Mark 12<br />Preached by: Pastor Ken Davis<br /></span>|2014-10-19 06:00:00|2014-10-19 19:14:24
10/26/2014 Don't Be a Pharisee|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/1026-Mark12.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/1026-Mark12.mp3">Download</a><br />Title: Don't be a Pharisee<div><span>Main passage: Mark 12<br />Preached by: Pastor Ken Davis<br /></span></div>|2014-10-26 06:00:00|2014-10-26 19:14:44
11/2/2014 Spoiler Alert|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/1102-Mark13.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/1102-Mark13.mp3">Download</a><br />Title: Spoiler Alert<div><span>Main passage: Mark 13<br />Preached by: Pastor Ken Davis<br /></span></div>|2014-11-02 05:00:00|2014-11-02 20:32:09
11/9/2014 Stars Shine The Brightest in the Darkest of Night|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/1109-Mark14.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/1109-Mark14.mp3">Download</a><br />Title: Stars Shine The Brightest in the Darkest of Night<div><span>Main passage: Mark 14<br />Preached by: Pastor Ken Davis<br /></span></div>|2014-11-09 06:00:00|2014-11-09 21:00:18
11/16/2014 Truth Or Consequences|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/1116-Mark14.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/1116-Mark14.mp3">Download</a><br />Title: Truth Or Consequences<div><span>Main passage: Mark 14<br />Preached by: Pastor Ken Davis<br /></span></div>|2014-11-16 06:00:00|2014-11-16 20:41:57
11/23/2014 No Place For Pride|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/1123-Mark14.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/1123-Mark14.mp3">Download</a><br />Title: No Place For Pride<div><span>Main passage: Mark 14<br />Preached by: Pastor Ken Davis<br /></span></div>|2014-11-23 06:00:00|2014-11-30 20:58:37
11/30/2014 Not My Will But Thine|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/1130-Mark14.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/1130-Mark14.mp3">Download</a><br />Title: Not My Will, But Thine<div><span>Main passage: Mark 14<br />Preached by: Pastor Ken Davis<br /></span></div>|2014-11-30 06:00:00|2014-11-30 21:03:02
12/7/2014 Peter's Trial|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/1207-Mark14.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/1207-Mark14.mp3">Download</a><br />Title: Peter's Trial<div><span>Main passage: Mark 14<br />Preached by: Pastor Ken Davis<br /></span></div>|2014-12-07 06:00:00|2014-12-07 21:45:33
12/14/2014 The Best Day of Your Life - Part I|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/1214-Mark15.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/1214-Mark15.mp3">Download</a><br />Title: The Best Day of Your Life - Part I<div><span>Main passage: Mark 15<br />Preached by: Pastor Ken Davis<br /></span></div>|2014-12-14 06:00:00|2014-12-14 21:26:12
12/21/2014 For The Joy Set Before Him|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/1221-Mark15.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/1221-Mark15.mp3">Download</a><br />Title: For The Joy Set Before Him<div><span>Main passage: Mark 15<br />Preached by: Pastor Ken Davis<br /></span></div>|2014-12-21 06:00:00|2014-12-21 19:29:00
12/21/2014 For The Joy Set Before Him|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/1221-Mark15.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/1221-Mark15.mp3">Download</a><br />Title: For The Joy Set Before Him<div><span>Main passage: Mark 15<br />Preached by: Pastor Ken Davis<br /></span></div>|2014-12-21 06:00:00|2014-12-21 19:29:00
1/4/2015 Hard Things, New Beginnings|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0104-1Peter1.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0104-1Peter1.mp3">Download</a><br />Title: Hard Things, New Beginnings<div><span>Main passage: 1 Peter 1<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-01-04 06:00:00|2015-01-05 00:42:39
12/28/2014 Blessed are those who have not seen yet believe|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/1228-Mark16.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/1228-Mark16.mp3">Download</a><br />Title: Blessed are those who have not seen yet believe<div><span>Main passage: Mark 16<br />Preached by: Pastor Ken Davis<br /></span></div>|2014-12-28 06:00:00|2014-12-28 21:26:47
1/11/2015 Confirm Your Reservation|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0111-1Peter1.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0111-1Peter1.mp3">Download</a><br />Title: Hard Things, New Beginnings<div><span>Main passage: 1 Peter 1<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-01-11 06:00:00|2015-01-11 19:12:12
1/18/2015 What's Your Trouble?|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0118-1Peter1.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0118-1Peter1.mp3">Download</a><br />Title: What's Your Trouble?<div><span>Main passage: 1 Peter 1<br />Preached by: Pastor Ken Davis<br /></span>|2015-01-18 06:00:00|2015-01-18 22:04:09
1/25/2015 Be Holy|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0125-1Peter1.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0125-1Peter1.mp3">Download</a><br />Title: Be Holy<div><span>Main passage: 1 Peter 1<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-01-25 06:00:00|2015-01-30 02:17:17
2/1/2015 Rest Your Hope Fully upon His Grace|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0201-1Peter1.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0201-1Peter1.mp3">Download</a><br />Title:&nbsp;Rest Your Hope Fully upon His Grace<div><span>Main passage: 1 Peter 1<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-02-01 06:00:00|2015-02-02 02:39:29
2/8/2015 All Aboard!|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0208-1Cor12.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0208-1Cor12.mp3">Download</a><br />Title: All Aboard<div><span>Main passage: 1 Corinthians 12<br />Preached by: Bill Stevenson<br /></span></div>|2015-02-08 06:00:00|2015-02-10 21:21:37
2/15/2015 The Power of Prayer|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0215-Eph3.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0215-Eph3.mp3">Download</a><br />Title: The Power of Prayer<div><span>Main passage: Ephesians 3<br />Preached by: Ken Akwar<br /></span></div>|2015-02-15 06:00:00|2015-02-15 19:52:42
2/22/2015 Crave Pure Spiritual Milk|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0222-1Peter2.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0222-1Peter2.mp3">Download</a><br />Title: Crave Pure Spiritual Milk<div><span>Main passage: 1 Peter 2<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-02-22 06:00:00|2015-02-22 22:05:09
3/1/2015 Are You Aligned With The Cornerstone?|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0301-1Peter2.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0301-1Peter2.mp3">Download</a><br />Title: Are You Aligned With The Cornerstone?<div><span>Main passage: 1 Peter 2<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-03-01 06:00:00|2015-03-01 20:04:26
3/8/2015 As Unto The Lord|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0308-1Peter2.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0308-1Peter2.mp3">Download</a><br />Title: As Unto The Lord<div><span>Main passage: 1 Peter 2<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-03-08 07:00:00|2015-03-15 20:25:50
3/15/2015 Deeper Beauty|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0315-1Peter2.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0315-1Peter2.mp3">Download</a><br />Title: Deeper Beauty<div><span>Main passage: 1 Peter 2-3<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-03-15 06:00:00|2015-03-22 21:47:28
3/22/2015 Facing Persecution|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0322-1Peter3.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0322-1Peter3.mp3">Download</a><br />Title: Facing Persecution<div><span>Main passage: 1 Peter 3<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-03-22 06:00:00|2015-03-22 21:48:22
3/29/2015|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0329-1Peter3.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0329-1Peter3.mp3">Download</a><br />Title:&nbsp;<div><span>Main passage: 1 Peter 3<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-03-29 06:00:00|2015-03-31 05:16:00
4/5/2015 Suffering and Glory|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0405-1Peter5.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0405-1Peter5.mp3">Download</a><br />Title: Suffering And Glory<div><span>Main passage: 1 Peter 5<span class="Apple-tab-span" style="white-space: pre;">&nbsp;</span><br />Preached by: Pastor Ken Davis<br /></span></div>|2015-04-05 06:00:00|2015-04-05 23:45:41
4/12/2015 Follow The Leader|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0412-1Peter5.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0412-1Peter5.mp3">Download</a><br />Title: Follow The Leader<div><span>Main passage: 1 Peter 5<span class="Apple-tab-span" style="white-space: pre;">&nbsp;</span><br />Preached by: Pastor Ken Davis<br /></span></div>|2015-04-12 06:00:00|2015-04-13 01:45:26
4/19/2015 God Opposes The Proud, but gives grace to the humble|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0419-1Peter5.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0419-1Peter5.mp3">Download</a><br />Title:&nbsp;God Opposes The Proud, but gives grace to the humble<div><span>Main passage: 1 Peter 5<span class="Apple-tab-span" style="white-space: pre;">&nbsp;</span><br />Preached by: Pastor Ken Davis<br /></span></div>|2015-04-19 06:00:00|2015-04-19 22:14:51
4/26/2015 Everything We Need|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0426-2Peter1.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0426-2Peter1.mp3">Download</a><br />Title: Everything We Need<div><span>Main passage: 2 Peter 1<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-04-26 06:00:00|2015-04-29 03:15:50
5/3/2015 Add To Your Faith|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0503-2Peter1.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0503-2Peter1.mp3">Download</a><br />Title: Add To Your Faith<div><span>Main passage: 2 Peter 1<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-05-03 06:00:00|2015-05-03 18:37:53
5/10/2015 The Fruit Is Love|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0510-2Peter1.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0510-2Peter1.mp3">Download</a><br />Title:&nbsp;&nbsp;The Fruit Is Love<div><span>Main passage: 2 Peter 1<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-05-10 06:00:00|2015-05-10 20:28:50
5/17/2015 - Reminders|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0517-2Peter1.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0517-2Peter1.mp3">Download</a><br />Title: Reminders<div><span>Main passage: 2 Peter 1<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-05-17 06:00:00|2015-05-18 04:03:15
5/24/2015 - False Prophets|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0524-2Peter2.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0524-2Peter2.mp3">Download</a><br />Title: Reminders<div><span>Main passage: 2 Peter 2<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-05-24 06:00:00|2015-05-25 21:46:04
5/31/2015 - False Prophets - Part II|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0531-2Peter2.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0531-2Peter2.mp3">Download</a><br />Title: Reminders<div><span>Main passage: 2 Peter 2<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-05-31 06:00:00|2015-05-31 22:11:57
6/7/2015|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0607-2Peter2.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0607-2Peter2.mp3">Download</a><br />Title:<div><span>Main passage: 2 Peter 2<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-06-07 06:00:00|2015-06-07 21:03:38
6/14/2015 God's Love For Us |{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0614-Psalm103.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0614-Psalm103.mp3">Download</a><br />Title: God's Love For Us<div><span>Main passage: Psalms 103<br />Preached by: Pastor Jim Lancaster<br /></span></div>|2015-06-14 06:00:00|2015-06-14 21:57:32
6/21/2015 Wisdom of a Fisherman|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0621-2Peter3.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0621-2Peter3.mp3">Download</a><br />Title: Wisdom of a Fisherman<div><span>Main passage: 2Peter3<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-06-21 06:00:00|2015-06-21 22:06:58
6/28/2015 Without Excuse|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0628-2Peter3.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0628-2Peter3.mp3">Download</a><br />Title: Without Excuse<div><span>Main passage: 2Peter3<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-06-28 06:00:00|2015-07-03 02:35:05
07/12/2015 That Your Joy May Be Full|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0712-1John1.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0712-1John1.mp3">Download</a><br />Title: That Your Joy May Be Full<div><span>Main passage: 1John1<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-07-12 06:00:00|2015-07-13 02:53:56
07/19/2015 Overcoming The Sin That Separates|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0719-1John1.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2015/0719-1John1.mp3">Download</a><br />Title: Overcoming The Sin That Separates<div><span>Main passage: 1John1<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-07-19 06:00:00|2015-07-22 03:04:00
07/26/2015 Love Not The World|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0726-1John2.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2015/0726-1John2.mp3" target="_blank">Download</a><br />(We apologize for the technical difficulties)<br />Title: Love Not The World<br /><div><span>Main passage: 1John2<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-07-26 06:00:00|2015-07-27 05:12:17
8/2/2015 Love Not The World - Part II|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0802-1John2.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2015/0802-1John2.mp3" target="_blank">Download</a><br />Title: Love Not The World - Part II<br /><div><span>Main passage: 1John2<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-08-02 06:00:00|2015-08-05 03:14:21
8/9/2015 AntiChrist|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0809-1John2.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2015/0809-1John2.mp3" target="_blank">Download</a><br />Title: AntiChrist<br /><div><span>Main passage: 1John2<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-08-09 06:00:00|2015-08-09 21:21:21
8/16/2015 Behold God's Love|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0816-1John3.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2015/0816-1John3.mp3" target="_blank">Download</a><br />Title: Behold God's Love<br /><div><span>Main passage: 1John3<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-08-16 06:00:00|2015-08-17 01:38:45
8/23/2015 Live Worthy Of Your Calling|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0823-1John3.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2015/0823-1John3.mp3" target="_blank">Download</a><br />Title: Live Worthy of Your Calling<br /><div><span>Main passage: 1John3<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-08-23 06:00:00|2015-08-23 20:32:19
8/30/2015 Believe in Jesus, Love one Another|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0830-1John3.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2015/0830-1John3.mp3" target="_blank">Download</a><br />Title: Believe in Jesus, Love one Another<br /><div><span>Main passage: 1John3<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-08-30 06:00:00|2015-08-30 18:34:52
9/6/2015-Test Every Spirit|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0906-1John4.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2015/0906-1John4.mp3" target="_blank">Download</a><br />Title: Test Every Spirit<br /><div><span>Main passage: 1John4<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-09-06 06:00:00|2015-09-06 18:59:11
9/13/2015-There is No Fear in Love|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2015/0913-1John4.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2015/0913-1John4.mp3" target="_blank">Download</a><br />Title: There is No Fear in Love<br /><div><span>Main passage: 1John 4<br />Preached by: Pastor Ken Davis<br /></span></div>|2015-09-13 06:00:00|2015-09-13 21:55:10
